Job Titles,Department,Full or Part-Time,Salary or Hourly,Typical Hours,Annual Salary,Hourly Rate
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
CONSTRUCTION LABORER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,48.9
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,130908,
ANIMAL CONTROL OFFICER,CHICAGO ANIMAL CARE AND CONTROL,F,SALARY,,78384,
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,46.37
OPERATING ENGINEER-GROUP A,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,57.38
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,112020,
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,135144,
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,P,HOURLY,10,,36.54
POLICE COMMUNICATIONS OPERATOR I,OFFICE OF EMERGENCY MANAGEMENT AND COMMUNICATIONS,F,SALARY,,53340,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,108096,
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,101052,
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,40.76
BATTALION CHIEF - EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,165858,
CONSTRUCTION LABORER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,48.9
FOREMAN OF WATER PIPE CONSTRUCTION,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,60.2
OPERATING ENGINEER-GROUP A,DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,F,HOURLY,40,,57.38
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,84612,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,135144,
PARAMEDIC FIELD CHIEF,CHICAGO FIRE DEPARTMENT,F,SALARY,,156396,
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,96246,
AVIATION SECURITY OFFICER,CHICAGO DEPARTMENT OF AVIATION,F,SALARY,,68196,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,108036,
PLUMBER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,56.8
MOTOR TRUCK DRIVER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,45.68
OPERATING ENGINEER-GROUP A,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,57.38
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,135144,
FIREFIGHTER/PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,96402,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,102372,
FOREMAN OF CEMENT FINISHERS,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,52.75
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,47.29
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,101052,
ASST CHIEF OPERATING ENGINEER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,63.12
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
POLICE CADET,CHICAGO POLICE DEPARTMENT,P,HOURLY,20,,15.8
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,102372,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,102372,
BATTALION CHIEF - EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,165858,
FIREFIGHTER,CHICAGO FIRE DEPARTMENT,F,SALARY,,99876,
AMBULANCE COMMANDER,CHICAGO FIRE DEPARTMENT,F,SALARY,,138828,
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,84612,
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
LINEMAN,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,60.15
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,135144,
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,80448,
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,45.68
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.29
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,P,HOURLY,10,,36.54
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,41.11
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.29
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,62466,
LIEUTENANT,CHICAGO FIRE DEPARTMENT,F,SALARY,,127410,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,102372,
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,P,HOURLY,10,,36.54
CONSTRUCTION LABORER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,48.9
SEWER BRICKLAYER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,50.81
FIREFIGHTER/PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,101262,
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.29
OPERATING ENGINEER-GROUP C,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,54.51
FIREFIGHTER/PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,101262,
PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,76122,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,41.11
FIREFIGHTER,CHICAGO FIRE DEPARTMENT,F,SALARY,,99876,
FIRE ENGINEER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,114654,
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,76122,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
STEAMFITTER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,55
ELECTRICAL MECHANIC,OFFICE OF PUBLIC SAFETY ADMINISTRATION,F,HOURLY,40,,53.8
FIRE ENGINEER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,118830,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,94152,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,41.11
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,135144,
FIRE ENGINEER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,114654,
SENIOR COMPANION,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,P,HOURLY,20,,4
LIEUTENANT,CHICAGO FIRE DEPARTMENT,F,SALARY,,123420,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,45.68
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
HOSPITALITY WORKER,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,P,HOURLY,20,,15.8
OPERATING ENGINEER-GROUP C,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,54.51
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,105936,
FIREFIGHTER,CHICAGO FIRE DEPARTMENT,F,SALARY,,108036,
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,62466,
ELECTRICAL MECHANIC,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,53.8
FIRE ENGINEER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,107166,
ASPHALT LABORER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,48.9
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,33.97
LABORER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,48.9
LABORER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,48.9
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
FIRE ENGINEER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,114654,
GENERAL FOREMAN OF HOISTING ENGINEERS,CHICAGO DEPARTMENT OF TRANSPORTATION,F,SALARY,,127608,
AUTOMOTIVE PAINTER,DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,F,HOURLY,40,,51.55
LABORER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.29
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,P,HOURLY,10,,36.54
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,101052,
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,80448,
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,80448,
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,130908,
STREET LIGHT REPAIR WORKER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,SALARY,,125112,
BATTALION CHIEF - EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,165858,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,45.68
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,45.68
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,126840,
MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
FOSTER GRANDPARENT,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,P,HOURLY,20,,4
STUDENT INTERN,CHICAGO DEPARTMENT OF AVIATION,P,HOURLY,20,,16
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,84612,
HOSPITALITY WORKER,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,P,HOURLY,20,,15.8
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,101052,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,94152,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,105936,
OPERATING ENGINEER-GROUP A,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,57.38
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,108096,
CAPTAIN-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,147258,
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,76122,
OPERATING ENGINEER-GROUP A,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,57.38
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
CONSTRUCTION LABORER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,48.9
CONCRETE LABORER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,48.9
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,41.11
OPERATING ENGINEER-GROUP C,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,54.51
POLICE COMMUNICATIONS OPERATOR II,OFFICE OF EMERGENCY MANAGEMENT AND COMMUNICATIONS,F,SALARY,,64272,
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,126840,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,110196,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,105936,
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
DETENTION AIDE,CHICAGO POLICE DEPARTMENT,F,SALARY,,62136,
LABORER,DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,F,HOURLY,40,,48.9
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
ELECTRICAL MECHANIC,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,53.8
MACHINIST (AUTOMOTIVE),DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,F,HOURLY,40,,55.74
POLICE COMMUNICATIONS OPERATOR II,OFFICE OF EMERGENCY MANAGEMENT AND COMMUNICATIONS,F,SALARY,,94368,
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,104430,
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,108096,
AVIATION SECURITY OFFICER,CHICAGO DEPARTMENT OF AVIATION,F,SALARY,,55932,
GENERAL FOREMAN OF LABORERS-CURB AND GUTTER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,53.29
PLUMBER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,56.8
FIRE ENGINEER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,110766,
POLICE COMMUNICATIONS OPERATOR I,OFFICE OF EMERGENCY MANAGEMENT AND COMMUNICATIONS,F,SALARY,,86016,
OPERATING ENGINEER-GROUP C,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,54.51
CHIEF OPERATING ENGINEER,CHICAGO DEPARTMENT OF AVIATION,F,SALARY,,143228.76,
OPERATING ENGINEER-GROUP C,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,54.51
GENERAL LABORER - DSS,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,24.91
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
MOTOR TRUCK DRIVER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,45.68
AVIATION SECURITY OFFICER,CHICAGO DEPARTMENT OF AVIATION,F,SALARY,,74844,
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,135144,
LINEMAN - SALARIED,OFFICE OF PUBLIC SAFETY ADMINISTRATION,F,SALARY,,125112,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
CAPTAIN-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,151764,
SUPERVISING TRAFFIC CONTROL AIDE,OFFICE OF EMERGENCY MANAGEMENT AND COMMUNICATIONS,F,SALARY,,68196,
FOREMAN OF MACHINISTS,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,59.74
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
MOTOR TRUCK DRIVER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,45.68
ELECTRICAL INSPECTOR,DEPARTMENT OF BUILDINGS,F,SALARY,,121415.88,
DETENTION AIDE,CHICAGO POLICE DEPARTMENT,F,SALARY,,68196,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,41.11
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,101052,
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,62466,
CONSTRUCTION LABORER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,48.9
CHIEF OPERATING ENGINEER,DEPARTMENT OF WATER MANAGEMENT,F,SALARY,,143228.76,
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,122976,
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,P,HOURLY,10,,36.54
CONCRETE LABORER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,48.9
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,110196,
ELECTRICAL MECHANIC,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,53.8
AMBULANCE COMMANDER,CHICAGO FIRE DEPARTMENT,F,SALARY,,134736,
FIREFIGHTER/PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,108444,
FIREFIGHTER/PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,96402,
FIRE ENGINEER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,110766,
ELECTRICAL MECHANIC,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,53.8
HOSPITALITY WORKER,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,P,HOURLY,20,,15.8
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,105936,
MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,45.68
OPERATING ENGINEER-GROUP C,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,54.51
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,126840,
TRAFFIC SIGNAL REPAIRMAN,CHICAGO DEPARTMENT OF TRANSPORTATION,F,SALARY,,125112,
HOISTING ENGINEER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,56.6
CONSTRUCTION LABORER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,48.9
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.29
HOISTING ENGINEER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,56.6
ELECTRICAL MECHANIC,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,53.8
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,135144,
PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,62466,
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,80448,
CARPENTER,DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,F,HOURLY,40,,53.51
DISPATCHER - ASPHALT,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,48.9
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.29
POLICE COMMUNICATIONS OPERATOR I,OFFICE OF EMERGENCY MANAGEMENT AND COMMUNICATIONS,F,SALARY,,68196,
ASST CHIEF OPERATING ENGINEER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,63.12
NON-CDL DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,33.35
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,80448,
PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,93252,
GENERAL LABORER - AVIATION,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,24.91
FOREMAN OF BRIDGE AND STRUCTURAL IRON WORKERS,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,59
MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.29
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,33.97
STREET LIGHT REPAIR WORKER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,SALARY,,125112,
FIRE MARSHAL-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,110196,
MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
ASST DISTRICT SUPERINTENDENT,DEPARTMENT OF WATER MANAGEMENT,F,SALARY,,129375.96,
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.29
ELECTRICAL MECHANIC (AUTOMOTIVE),DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,F,HOURLY,40,,53.8
MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
OPERATING ENGINEER-GROUP A,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,57.38
CAPTAIN-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,151764,
CEMENT FINISHER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,50.75
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,105936,
PARAMEDIC I/C,CHICAGO FIRE DEPARTMENT,F,SALARY,,101052,
FOREMAN OF STEAMFITTERS,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,58
HOISTING ENGINEER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,56.6
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,130908,
OPERATING ENGINEER-GROUP A,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,57.38
MOTOR TRUCK DRIVER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,45.68
MOTOR TRUCK DRIVER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,45.68
LIEUTENANT-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,135144,
TRAFFIC CONTROL AIDE,OFFICE OF EMERGENCY MANAGEMENT AND COMMUNICATIONS,F,SALARY,,71436,
MOTOR TRUCK DRIVER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,45.68
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,105936,
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,80448,
ASPHALT FOREMAN,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,49.8
SIGN HANGER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,39.9
POOL MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
OPERATING ENGINEER-GROUP C,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,54.51
PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,62466,
BATTALION CHIEF - EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,165858,
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,105936,
ASPHALT LABORER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,48.9
MOTOR TRUCK DRIVER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.68
FIREFIGHTER/PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,101262,
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.29
FIREFIGHTER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,98904,
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,45.29
FIRE ENGINEER-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,107166,
MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,40.76
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,41.11
FIRE ENGINEER-PARAMEDIC,CHICAGO FIRE DEPARTMENT,F,SALARY,,117384,
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,41.11
ASPHALT FOREMAN,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,49.8
ELECTRICAL MECHANIC (AUTOMOTIVE),DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,F,HOURLY,40,,53.8
FIREFIGHTER-EMT (RECRUIT),CHICAGO FIRE DEPARTMENT,F,SALARY,,80448,
MACHINIST (AUTOMOTIVE),DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,F,HOURLY,40,,55.74
POLICE COMMUNICATIONS OPERATOR II,OFFICE OF EMERGENCY MANAGEMENT AND COMMUNICATIONS,F,SALARY,,61308,
HOISTING ENGINEER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,56.6
POOL MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF TRANSPORTATION,F,HOURLY,40,,45.68
OPERATING ENGINEER-GROUP A,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,57.38
SANITATION LABORER,DEPARTMENT OF STREETS AND SANITATION,F,HOURLY,40,,29.44
CONSTRUCTION LABORER,DEPARTMENT OF WATER MANAGEMENT,F,HOURLY,40,,48.9
LIEUTENANT,CHICAGO FIRE DEPARTMENT,F,SALARY,,119580,
MOTOR TRUCK DRIVER,CHICAGO DEPARTMENT OF AVIATION,F,HOURLY,40,,45.68
MACHINIST (AUTOMOTIVE),DEPARTMENT OF FLEET AND FACILITY MANAGEMENT,F,HOURLY,40,,55.74
CAPTAIN-EMT,CHICAGO FIRE DEPARTMENT,F,SALARY,,151764,
